csvId,name,categories,description,image
1540,PranQster Belgian Ale,,"Pranqster
Belgian Style Golden Ale

Belgian Ales represent the height of the brewers' art. Sophisticated brewing techniques, yeast blends and unique flavoring elements have elevated the beers of Belgium to the status enjoyed by wine in other countries.

PranQster follows in this tradition using a mixed culture of antique yeast strains that produce a floral nose, a full fruity flavor and a clean finish.

Available in 12oz 4 packs and 750 ml traditionally corked and wired bottles.

Vital Statistics
Style: Belgian Style
          Golden Ale
Color: Soft Gold
ABV: 7.6%
Bitterness: 20 IBU's

-http://www.northcoastbrewing.com/beer-Pranqster.htm",
1549,Manifesto Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","We at FiftyFifty believe that beer is good. Especially this beer. Manifesto is one of FiftyFifty's flagship beers. This beer is a delight for those who take pleasure in craft beers and are looking for something that they can enjoy a few pints of. Manifesto has a restrained malt backbone of flavor with mild biscuit and caramel notes, and the hop character is light to moderate with mild earthiness evolving to a slightly more moderate citrus/piney finish. This is a beer of principle.",
1553,Racer 5 IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","This is a hoppy IPA. Did I say hops? Your brewer is a hop head! This is a full bodied beer using American grains. The goal was to create a base for showing off the unique floral qualities of two Pacific Northwest hops, Columbus and Cascade. Columbus is a new hybrid High Alpha Acid hop used mostly for bittering, but used heavily as an aromatic in this strong brew. Cascade is the balance that ties the malt and bittering hops together. It is a true specialty ale and is our brewer's statement on this style.",
1557,Big Bear Black Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","Big Bear, as the name implies, is a hefty, black, Russian Imperial-style stout. This bold stout boasts a rich, caramel sweetness lavished by a robust, deep-roasted heartiness you can sink your teeth into. ...Big Bear's bold flavors are produced using a blend of Belgian and English roasted barley and crystal malts. Some unique flavors come forth in the malt character. ...Louisiana sweet molasses and dark brown sugar. This dark brew is well hopped with Chinook and Cascade hops, which are somewhat, masked by the malt. This is a balanced bold brew boasting an A.V.B. of 8.1% that can creep up on you, \so don't get mauled\"". It has a dry roasted quality that masks its' high alchohol content",
1558,Tripel Crown,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Cellar aged, subtly complex and deceptively strong. Using two of the old world's brewing traditions, we have combined British ingredients and methods with Belgian ale qualities.",
1582,Abbaye de Saint-Martin Blonde,"""[""""607eeaa6ca4e953fe8c42492""""""]""","11.2oz bottle.  Slightly hazy golden color with a white head. Earthy clay, light molasses, and buttered cauliflower aromas. A crisp, frothy entry leads to a dryish medium body of figs, creamy caramel, and roasted carrot flavors. This St. Martin Blonde ale finishes with dried fruit and cashew fade.
Abbye St. Martin Ales are pure Belgium.",
1624,Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Made with generous amounts of west coast hops, our Pale Ale boasts a fragrant aroma and a pleasant hop bite. It has a deep golden color, and nicely balances the bitterness of the hops with the sweetness of the malt. Whether you know hops or not, our Pale Ale will appeal to all those looking for a refreshing, well balanced ale.",
1710,Hefe Weiss,"""[""""607eea9eca4e953fe8c42491""""""]""",This coarse-filtered wheat ale is fermented with a German yeast culture for a refreshingly light spiciness and hints of citrus fruit. A cloudy appearance and an immense creamy head are characteristic of this lightly hopped Bavarian Brew.,
1711,Winter Brew,"""[""""607eeabdca4e953fe8c42494""""""]""","A flavorful blend of dark roasted and sweet caramel malts defines this smooth and robust lager. The rich, nourishing flavors of a full-bodied Munich bock make this Bavarian-style brew perfect for those long winter nights.",
1712,Black Bavarian Lager,"""[""""607eeabdca4e953fe8c42494""""""]""","This intensely dark Kulmbacher style lager has a superb malt complexity with the distinctive flavors and aromas of coffee, caramel and chocolate.

A renowned smoothness and a creamy, tan head make it a world champion.",
1714,Donner Party Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","Sustenance to get you through those long, cold winters, the Donner Party Porter is another of FiftyFifty's flagship beers. Reminiscent of dark chocolate, espresso, and dark dried fruits with a long complex finish, this beer is good for one of those nights where you've dug yourself into a snow bank because the ski trip didn't go quite as planned. Deep brown with mahogany highlights, the hops and malt are very well balanced leaving one to contemplate the myriad of flavors as the beer warms. Moderate to slightly heavy, this beer is heaven in a glass.",
1730,Pick Axe Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",Pick Axe Pale Ale is a classic American Pale Ale which uses premium hops and barley to impart a full bodied characteristic that dances on your tongue and titillates your palate.,
1805,1554 Enlightened Black Ale,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Born of a flood and centuries-old Belgian text, 1554 Enlightened Black Ale uses a light lager yeast strain and dark chocolaty malts to redefine what dark beer can be. In 1997, a Fort Collins flood destroyed the original recipe our researcher, Phil Benstein, found in the library. So Phil and brewmaster, Peter Bouckaert, traveled to Belgium to retrieve this unique style lost to the ages. Their first challenge was deciphering antiquated script and outdated units of measurement, but trial and error (and many months of in-house sampling) culminated in 1554, a highly quaffable dark beer with a moderate body and mouthfeel.",
1991,1837,"""[""""607eeaa6ca4e953fe8c42492""""""]""","1837 is a blonde beer that is slightly cloudy. It contains 7% alcohol and is refermented in the bottle. Following the brewing tradition of the great abbey beers, it is made with a blend of Quebec-grown raw wheat, lightly roasted barley and a hint of spices. It is a truly refreshing beer.",
2001,Lion Stout,"""[""""607eea94ca4e953fe8c42490""""""]""",\...the stout was soft,
2003,Sprecher Maibock,"""[""""607eeabdca4e953fe8c42494""""""]""",Pale malt flavors are balanced with a rich hop character and a light fruit bouquet in this seasonal spring lager. Traditional dry-hopping and extended aging give this blonde bock a distinctive flowery aroma and a potent kick.,
2008,John Barleycorn Barleywine Style Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Our Seasonal Offering. We honor the Harvest & Holidays each year by brewing a traditional Barleywine style ale, using a variety of ingredients. The Label, created by local artist Janis Taylor, is a folksy woodcut based on the tale of John Barleycorn in verse.

Brewed in small 10-barrel batches with Certified Organic barley malt, this crimson hued ale has a sweet caramel nose with a zesty spicy, citrus taste. It has a slight hop finish and leaves a warm, tingling sensation on the tongue. A great winter warmer!
Starting Gravity 	1.098
Finish Gravity 	1.020
ABV 	9.5
IBU 	96

-http://www.madriverbrewing.com/pages/brews/john_barleycorn.html",
2011,Butthead Doppelbock,"""[""""607eeabdca4e953fe8c42494""""""]""","High Gravity Butt Head Doppelbock Lager is brewed with a generous amount of roasted malts producing caramel sweetness and rich mouthfeel. Why Butt Head? Try one. You'll enjoy \big brew\"" flavor with the intensity of a \""head butting\"" Bighorn Ram!""",
2025,Black Butte Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","Towering high above Central Oregon, jetting into clear blue skies, Black Butte can be seen for miles.  From its base flows the legendary Metolius River--with its source hidden deep beneath ancient lava flows. 

Black Butte Porter, crafted from chocolate and crystal malts, is Deschutes Breweryâ€™s flagship brand.  With a rich and distinctive flavor, this porter has enjoyed a loyal and passionate following since its first pint in 1988.",
2028,Dragonslayer,"""[""""607eea94ca4e953fe8c42490""""""]""","Brewed in the style of a Russian Imperial Stout. Strong, chocolatety and aggressively hopped with finest English hops.",
2034,Racer X,"""[""""607eea94ca4e953fe8c42490""""""]""","This bold winter ale follows English brewing traditions, but with our California twist. Bold hops, but balanced ... It's a double IPA!",
2181,Raftman,"""[""""607eea94ca4e953fe8c42490""""""]""","Launched in March 1995, Raftman is a beer with a coral sheen that is slightly robust. It contains 5.5 percent alcohol and combines the character of whisky malt with the smooth flavours of choice yeast. It has a subtle and exceptional bouquet that creates a persistent smooth feel. Raftman complements fish, smoked meat and spicy dishes. .

It is brewed to commemorate the legendary courage of the forest workers These hard working men knew when to settle their differences and share their joie de vivre with a beer and a whisky.",
2222,Belzebuth,"""[""""607eea94ca4e953fe8c42490""""""]""","Beer of top fermentation, Belzebuth represents the achievement of a more than one hundred year-old know-how, the one of the Brewery Grain d'Orge. Under its copper colour, it hides a strong character for the lovers of sensations. It owes its strength to the subtle mixture of pure malts, hops and yeasts especially selected by our Master-Brewer.

At one time this beer was 15%. After the name change it was lowered to 13%.",
2224,Hog Heaven Barleywine,"""[""""607eea94ca4e953fe8c42490""""""]""",This dangerously drinkable garnet beauty is a hop lover's delight.  The intense dry-hop nose and the alcohol content are perfectly balanced for a caramel candy-like malt finish.  This is a serious beer for serious beer afficianados and it only gets better with age.  Cellerable for 3 years.,
2243,Old No.38 Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","Named for a retired California Western Railroad steam engine on the Fort Bragg to Willits run through the Redwoods, Old No. 38 Stout is a smooth, firm-bodied stout with the toasted character and coffee notes of dark malts and roasted barley.",
2247,Scottish Ale,"""[""""607eea7bca4e953fe8c4248e""""""]""","Malty and hoppy, we at Belhaven love the classic Scottish Ale and we've been brewing it longer than any of the other beers we produce. Delivering a sweet, smooth and creamy finish, Scottish Ale has a stunning ruby colour in the glass. Magic.",
2290,Bitter Woman IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Lest we forget Aunt Cal, an early resident of Lake Mills.  Local history remembers her for blindly running into a hitching post and saying, \Excuse me",
2293,Im Paled Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",A complex and artistically balanced multi-layered IPA (India Pale Ale) with an intense finish of cascade hops.,
2295,Grail Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","An amber ale with a ruby hue, fresh hop aroma, rich malt body and a complex palate.",
2296,Beast Bitter,"""[""""607eea7bca4e953fe8c4248e""""""]""","This special bitter displays the subtle coppery hue of \Old Gold\"". It's depth of lingering hop flavor awakens the palate.""",
2311,India Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","First brewed with an extra dose of hops to help it survive the long journey from England to beer lovers in India, India Pale Ale is now brewed just for the pleasure of its distinctive hoppy flavor.",
2316,Shantytown Doppelbock,"""[""""607eeabdca4e953fe8c42494""""""]""","The sun barely breaks the horizon, the arctic winds bite, and snow blankets the land. Itâ€™s winter in Wisconsin! Throughout the area, youâ€™ll find armies of fisherman, clad in blaze orange parkas and snowmobile suits, dragging their crudely built ice shanties onto the frozen lakes. While they vary in size, shape and color, each shanty contains an enthusiast braving the cold; spinning their tall tales; staring deeply into that hole in the ice; and, of course, enjoying a Legendary Wisconsin Beer. Brewed in the fall to help you survive our Wisconsin winters.

Shantytown Doppelbock is brewed in the style of a German Doppelbock. Brown in color with malty sweetness and a full body.",
2330,Gueuze CuvÃ©e RenÃ©,,A golden hue sets off the wonderful almost champagne like taste.,
2352,Triple Karmeliet,"""[""""607eeaa6ca4e953fe8c42492""""""]""","LOOK:
Tripel Karmeliet is a very refi ned and complex golden-to-bronze brew with a fantastic creamy head. These characteristics derive not only from the grains used but also from restrained hopping with Styrians and the fruity nature (banana and vanilla) of the house yeast.

SMELL:
Very refined and complex. Hints of vanilla mixed with citrus aromas.

TASTE:
Tripel Karmeliet has not only the lightness and freshness of wheat, but also the creaminess of oats together with a spicy lemony almost quinine
dryness.",
2360,Bottle Rocket IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","An explosion of hops dominate this deep golden ale. Brewed with four varieties of hops & dry hopped with three other hops, the flavor is powerful. Not a harsh bitterness, but a full hop flavor.",
2368,Wicked Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",Pete's Wicked Ale is an experience out of the ordinary. Our tantalizing ruby-brown ale with distinctive malts and aromatic Brewers Gold hops is sure to stir up an urge to get loose.,
2372,Red MacGregor,"""[""""607eea7bca4e953fe8c4248e""""""]""","Red Macgregor is a unique beer: delicate and sophisticated yet the robust cask conditioned version of this beer was the first Scottish beer to win the BIIA World Cask Beer Gold Medal.

On the nose, this ruby-red beer is delicate, floral and fruity, with notes of violets, cherries, toffee and caramel. 

On the palate, the fruits combine with a juicy malt character and hints of toasted malt, with a biscuit malt and spicy hop finish.",
2376,Rugged Trail Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Designed as our session beer, Rugged Trail Nut Brown Ale is bronze in color with a velvety smooth taste and subtle chocolate note. Rugged Trailâ€™s lower alcohol content and subtle hoppiness make it the perfect beer to enjoy during the day and into the night.",
2407,Big Bark Amber Lager,"""[""""607eeac5ca4e953fe8c42495""""""]""","\Smooth\"" is the first word from your mouth after a taste of Big Bark Amber. This Vienna-style lager has a reddish-amber color with a smooth",
2414,High Seas IPA,"""[""""607eea94ca4e953fe8c42490""""""]""",Our interpretation of a legendary style ale is not for the timid. Assertively hoppy and dangerously seductive. A skillful blend of three premium barley malts with generous amounts of Northern Brewer and Cascade Hops creates a special ale to satisfy even the most demanding palate.,
2416,Point Defiance IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Four types of malted barley, including a specially roasted Belgium barley make up the grain bill. Centennial, Sterling, and Amarillo hops provide the big hoppy flavor. Double dry-hopped, once with raw Centennial hops and once with raw Amarillo hops present this beer's huge hop aroma.",
2425,Fancy Lawnmower Beer,,"A true German-style KÃ¶lsch. Originally brewed in Cologne, this beer is light yet has a sweet malty body that is balanced by a complex, citrus hop character. Multiple additions of German Hallertauer hops are used to achieve this delicate flavor. We use a special KÃ¶lsch yeast, an ale yeast that ferments at lager temperatures, to yield the slightly fruity, clean flavor of this beer. Fancy Lawnmower Beer is a world class brew yet light enough to be enjoyed by Texans after strenuous activities, like mowing the lawn.

Saint Arnold Fancy Lawnmower Beer is best consumed at 35-45Â° Fahrenheit.",
2447,Big Eye IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","ndia Pale Ale is a style of beer that was developed in England during the period of the British Empire. It is derived from bitter ales but contains even more alcohol and hops. This helped preserve the beer on its long sea journey around Cape Hope to India.

British troops returning from India brought their love of this beer back with them so breweries began brewing it for the home market as well. Sadly, the style had mostly died out in England by the late twentieth century.

American home brewers began to brew I.P.A. because of their love for the intense hoppiness of the style. In time American I.P.A.s became much more aggressively bitter and hoppy than their historical predecessors.

Big Eye I.P.A. is our version of this wonderful style.  American Centennial hops are  used exclusively to bitter, flavor, finish, and dry hop the Big Eye. Its full hop flavor is guaranteed to please the palate of the true hop head.",
2530,Gubna Imperial IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Emphasizing that complexity of character can arise from simple elements, this ale is made with three malts and one hop. Its light amber color and slightly spicy malt character are derived from the use of German Dark Munich Malt and Rye Malt respectively. North American 2-row barley combines with the other grains to lay the foundation for the hop onslaught to come. Summit hops are used exclusively in the boil for bitterness, flavor and aroma but it doesnâ€™t end there. Post-fermentation dry hopping allows the 9.5% ABV monstrosity to gently coax the citrus rind and grapefruit aroma to join the 100 IBUs already present. This beer should greet you with a pungent citrus blast, provide a spicy yet round middle and finish with a brisk, clean bitterness.",
2561,Dark Island,"""[""""607eea7bca4e953fe8c4248e""""""]""","Dark Island is an iconic beer: a standard-bearer for traditional Scottish ales. In cask, this beer has twice won CAMRAâ€™s Champion Beer of Scotland.
On the nose, this dark beer offers bitter chocolate, figs, toffee and hints of fruit.

On the palate, this resolves into beautiful, silky-smooth, coffee-and-chocolate flavours, followed by figs, dates and dried fruits, with a very appealing, lingering aftertaste of fruits and hop bitterness.",
2629,Happy Heron Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","This crisp, zesty American pale is characterized by the sharp bitterness missing in many domestic pale ales. The clean finish and slight fruity notes help make our flagship brew a delightful treat.",
2630,Mud Puppy Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","A robust, yet surprisingly refreshing porter, Mud Puppy is a favorite of dark beer lovers. Characterized by a thick, rocky head and luscious chocolate-like nose, the malty profile is balanced by liberal hopping for its style.",
2637,Fighting Finches Bock,"""[""""607eeabdca4e953fe8c42494""""""]""",The Finches will get you if you donâ€™t watch out!\ In the early days of southern Wisconsin,
2638,Stone Teepee Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","The legend of Tyranena began 3,000 years ago, with a group of pyramids and effigy mounds constructed in a remote valley formed by a vast, slow-moving glacier.  

Today, these ancient \stone tepees\"" lie 60 feet below the surface of Rock Lake in Jefferson County",
2743,Alpha King Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Big American Pale Ale with citrusy aroma- a hop loverâ€™s cult beer and Three Floydsâ€™ flagship beer Brewed with Cenntennial, Cascade & Warrior Hops",
2748,1888 Bock,"""[""""607eeabdca4e953fe8c42494""""""]""","In 1888, After enduring one of the coldest winters on record, the employees of Jacob Leinenkugel's spring brewery crafted their first seasonal beer to celebrate the coming of spring. They blended dark and pale roasted malted barley with select hops and allowed for longer aging to create a robust beer with an exceptionally creamy head. Unchanged since 1888, You'll find our bock's sturdy bod and deep color perfect to draw you out of one season and the into next.",
2816,Samuel Adams Coastal Wheat,"""[""""607eea9eca4e953fe8c42491""""""]""","For our take on the classic hefeweizen style our search for unique ingredients led us to the Eureka and Lisbon varieties of lemon grown in three different regions of California.  These particular lemons added the perfect balance of citrus tartness and sweetness to accent the taste of the beer.  The spiciness of the Hallertau Mittelfruh and Spalt Spalter hops balance out the slightly sweet character of our breweryâ€™s own signature wheat malt, resulting in a crisp and refreshing wheat beer with a subtle lemon aroma and flavor.",
2886,Robertus,"""[""""607eeac5ca4e953fe8c42495""""""]""","Christoffel Robertus is a low-fermenting ruby-red beer, brewed in the MÃ¼nchener-style. It is a malty, fresh beer with a light sweetness. The typical hop bitterness found in Blond, is very lightly present in Robertus. The use of an extensive amount of selected barley gives Robertus the special malty taste and aroma.",
2901,Bourbon County Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","Brewed in honor of the 1000th batch at our original Clybourn brewpub. A liquid as dark and dense as a black hole with thick foam the color of a bourbon barrel. The nose is an intense mix of charred oak, chocolate, vanilla, caramel and smoke. One sip has more flavor than your average case of beer. A great cigar beer.",
2905,Dunkel,"""[""""607eeac5ca4e953fe8c42495""""""]""","Our malty, sweet dark lager is a hometown favorite. Our Dunkel is packed with subtle roasted malt flavors without the excessive bitterness and heaviness of many dark beers and has a balanced hop finish.

GABF Gold Winner",
2972,Woody Creek White,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Our tribute to the town we consider to be \Gonzo Ground Zero\""... Woody Creek White is a traditional Belgian-style Wit Beer",
2983,Bottom Up Wit,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Light, refreshing belgian-style wheat beer spiced with coriander and orange peel",
2984,Specialty Beer: Oak-Aged Black Double IPA,,"This Specialty Beer Black Double IPA celebrates Specialty Imports' success in importing and distributing the world's best wines and beers to the appreciative folks in Alaska. This \Specialty Beer\"" brings together smooth",
2985,Obliteration VI,"""[""""607eea94ca4e953fe8c42490""""""]""","With passion & purpose, we present this series of experimental hop-driven beers. Using different hop varieties & brewing techniques, we aim to educate the palate & challenge the hophead in you.

Obliteration VI is a Double IPA brewed with Summit, Summit and Summit; 95 IBUâ€™s",
2990,Jack Whacker Wheat Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""","Jack Whacker Wheat Ale is a light, unfiltered brew with a citrus aroma and flavor imparted by a late addition of lemon grass. It's the perfect refreshment for a thirsty, trail-weary ale lover.",
3102,Shiner Kosmos Reserve,"""[""""607eeac5ca4e953fe8c42495""""""]""","Kosmos Spoetzl knew how to brew great beer. Born in Bavaria, Kosmosâ€™ mastery of German brewing carried him as far as Egypt before he found his way to the small Texas town of Shiner. Our proud brewery still carries his name and commitment to excellence in brewing. This full-flavored, hop-jacked lager is every bit as unique as the man himself and our way of saluting the brewmaster who started it all.",
3106,Saint Arnold Brown Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","A beautiful, deep copper brown ale. It has a full, malty body with hints of chocolate, a touch of sweetness and a light hop flavor. A complex malt character is created by combining five different types of malts. It has a rich, creamy head with a fine lace. The light fruitiness, characteristic of ales, is derived from a proprietary yeast strain. 

Saint Arnold Brown Ale is best consumed at 45-50Â° Fahrenheit.",
3108,Skullsplitter Ale,"""[""""607eea7bca4e953fe8c4248e""""""]""","Skull Splitter is our strongest ale: which is named after Thorfinn Einarsson who was the 7th Viking Earl of Orkney. Sophisticated, satiny smooth with a deceptively light character, it is a tribute to our colourful forbear.

On the nose, this strong beer has a fruity malt character, with hints of dark fruit, spicy hop, dates and figs.

On the palate, rich and complex with sweet toasted malt, molasses, fresh and dried fruit and hints of warming spices.",
3237,Sly Fox Christmas Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""","This malty, full-bodied red ale is made with traditional mulling spices: Ginger, Clove, All Spice, Cinnamon & Nutmeg. If this one doesn't get you into the Christmas spirit, you truly are a Scrooge.",
3294,Capt'n Krunkles,,A black IPA.,
3350,Jubelale,"""[""""607eeae3ca4e953fe8c42498""""""]""","Did you know that Jubelale was the first beer ever bottled by Deschutes Brewery?  Highly anticipated every fall, Jubelale is in a category of its own with a flavor and following that is impossible to match.  Dark crystal malt creates that â€œlusciousâ€ holiday note while the roasty flavor and bountiful hops excite your tastebuds, reminding you why Jubelale is the perfect holiday beer",
3351,Cross of Gold,"""[""""607eea94ca4e953fe8c42490""""""]""",An american blonde ale with bursts of fruity aroma and a dry finish.,
3352,Harvest Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","The cornerstone of our Harvest series is the beer that started the modern-day fresh hop ale phenomenon in America, our original Harvest Ale. 

Created in 1996, Harvest Ale features Cascade and Centennial hops from the Yakima Valley in Eastern Washington. These hops are harvested and shipped as â€œwetâ€ un-dried hopsâ€”the same day they are pickedâ€”to our brewery in Chico where our brewers eagerly wait to get them into the brew kettle while their oils and resins are still at their peak.",
3360,Road Dog Ale,"""[""""607eea89ca4e953fe8c4248f""""""]""","Blessed by Hunter S. Thompson... Road Dog Porter was our first beer to be illustrated by Ralph Steadman. This is a dark, rich and malty beer, with hints of chocolate and licorice resulting from the use of four prized malts.",
3389,Saint Arnold Texas Weat,,"A refreshing, flavorful filtered wheat beer. The perfect beer to accompany a meal or for a summer's day. The wheat contributes a lighter flavor while maintaining a rich body. The beer has a light hop profile -- just enough to give the beer balance and complexity. The light fruitiness is derived from a KÃ¶lsch yeast strain. A chill haze may be present, which is a characteristic of wheat beers. 

Saint Arnold Texas Wheat is best consumed at 40-45Â° Fahrenheit.",
3458,Hoppy Claus Holiday Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""","Our Holiday Ale is a â€œspecialâ€ version of our flagship product - Hoppy Faceâ„¢ Amber Ale; only bigger for you to enjoy during this holiday season!!! Characterized by its distinctive hop aroma and rich, ruby color, Hoppy Claus redefines the way you think about a holiday ale. Hoppy Claus uses only the finest two row malted barley, hops grown in the great Pacific Northwest, and some secret spices that we would love to tell you about; but are unable to do so. This combination results in a clean, crisp, and refreshingly unique hand-crafted experience. Hoppy Brewing Company has never used any artificial preservatives, flavors, or colors in any of its ales. The Hoppy label is your guarantee of purity.",
3461,Total Eclipse Black Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Total Eclipse Black Ale has been described as similar to a light, dry stout. Characterized by its distinctive hop aroma and rich, black color, Total Eclipse redefines the way you think about a dark ale. Brewed at a low temperature to create a refreshingly dry finish, Total Eclipse uses only the finest two row malted barley and hops grown in the great Pacific Northwest. This combination results in a clean, crisp, hand-crafted experience. Hoppy Brewing Company has never used any artificial preservatives, flavors, or colors in any of its ales. The Hoppy label is your guarantee of purity. 
Itâ€™s â€œtotallyâ€ out of this world delicious!!!",
3463,Saranac Winter Wassail,"""[""""607eeae3ca4e953fe8c42498""""""]""","At the heart of Saranac Winter Wassail is a classic English ale brewed with English Malt & Fuggles Hops. Look for hits of cinnamon, nutmeg, orange and allspice. Cheers to the holiday season!",
3480,Liquid Sunshine Blonde Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","s a unique, all-natural style of beer that currently falls under the category of a Specialty Ale. In other words, there is no true category for this beer... Characterized by its distinctive Mount Hood hop aroma and beautiful blonde color, Liquid Sunshineâ„¢ is brewed at a low temperature to create a nice light dry finish. Using only the finest 2-row malted barley, wheat, rye, and great northwestern grown hops, this combination results in a clean, crisp, and uniquely refreshing beer. As usual, no artificial preservatives have been added to our beer during and/or after the brewing process...
Thereâ€™s nothing like it under the sun!!!",
3483,Hoppy Face Amber Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Is an award-winning, traditional, all-natural style of beer that falls under the category of a \West Coast\"" India Pale Ale (IPA). Characterized by its high hop content",
3557,Brown Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","A mix of Northern and Southern English Brown Ales, blending 6 malts into an All-American beer.",
3558,Brooklyn Lager,,"Brooklyn Lager, the Brewery's flagship label, is New York's \hometown\"" beer",
3559,Base Camp Golden Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","The lightest of FiftyFifty's ales, Base Camp is a thirst quenching delight. Pale straw to light gold in color, this beer has a mild malt flavor combined with light bitterness and hop flavor. This beer finishes dry and is very light and refreshing on the palate. Base Camp is a \session beer\""",
3566,Affligem Dubbel,"""[""""607eeaa6ca4e953fe8c42492""""""]""","A reddish-brown abbey ale brewed with dark malts. The secondary fermentation gives a fruity aroma and a unique, spicy character with a distinctive aftertaste. Secondary fermentation in the bottle. Contains barley malt.",
3587,Mirrorpond Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",Mirror Pond is just a short walk from the Deschutes Brewery & Public House in downtown Bend and reflects the Three Sisters Mountains. This scenic spot alongside the Deschutes River is the localsâ€™ choice for summer festivals and concerts.,
3602,Samuel Adams Cranberry Lambic,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Samuel Adams Cranberry Lambic is a fruit beer that draws its flavor not just from the cranberries it is brewed with, but also from the unique fermentation character imparted by the rare wild yeast strain. The result is a flavor rich in fruitiness and reminiscent of cranberries and bananas, cloves and nutmeg. The yeast fermentation also will create a slight sourness on the sides of the palate, a signature of the original Lambic style which, with the subtle cereal note from the wheat malt, remind its drinker that, as fruity a beer as this is, it is still a beer.",
3621,Snow Cap,"""[""""607eea7bca4e953fe8c4248e""""""]""","A rich, full-bodied winter warmer crafted in the British tradition of holiday beers. This deep mahogany colored brew balances complex fruit flavors with a refreshingly smooth texture, making Snow Cap a highly drinkable and desirable cold weather companion.",
3622,Obsidian Stout,"""[""""607eea94ca4e953fe8c42490""""""]""",Obsidian Stout gets is inspiration from one of the world's largest obsidian flows at Newberry Volcano--just a few miles south of the brewery.  \The Big Obsidian Flow,
3624,Cascade Golden Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Gracing the expansive Western skyline in Central Oregon, the Three Sistersâ€”Faith, Hope and Charityâ€”are three prominent peaks in the Cascade mountain range.  Local folklore credits the naming to 19th Century fur trappers.",
3629,Bachelor ESB,"""[""""607eea7bca4e953fe8c4248e""""""]""","Standing alone, distant from the Three Sisters mountains nestled to the north, Bachelor Butte was originally called \Brother Jonathan\"" and then simply \""The Bachelor\"" before becoming widely known today as Mt. Bachelor.""",
3647,Tall Tale Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Big and bold, our Pale Ale distinguishes itself by its huge, fresh hop aroma and flavor. A combination of Cascade and Centennial hops, both in the kettle and during an extensive dry-hopped conditioning time, gives this beer its nectarious flavor.",
3648,Regatta Golden,,"Brewed in the tradition of the fresh, blond ales of Cologne, Germany, our Golden ale is light in body, crisp and very refreshing. Its soft malt flavor is balanced by delicate, spicy hop flavors and finishes.",
3649,Charles River Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","Charles River Porter

Deep and dark, full-bodied and robust, our Porter is crammed full of rich, roasted malt character. With underlying notes of fruitness, caramel and toffee, it finishes with a strong hop presence",
3650,Cambridge Amber,"""[""""607eea94ca4e953fe8c42490""""""]""","Well balanced, medium-bodied, with a deep amber-red color, this beer's complex palate covers all the bases. A malty caramel sweetness is followed by notes of chocolate and a dry, slightly roasty finish, complemented by a touch of fruity, spicy hops.",
3720,5 C's IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Our interpretation of a West Coast IPA is golden, medium-bodied ale that is very hop forward.  The use of Cascade, Chinook, Columbus, Centennial and Crystal hops makes this beer a hopheadâ€™s dream.",
